date,is_droplet,status,placed_gmv,delivered_gmv,cancelled_gmv,completed_gmv
2023-11-28,N,conducted,3823660,3656075,0,3656075
2021-10-03,N,cancelled,6212528,0,6274582,6274582
2020-09-20,N,delivered,1253575,3298131,0,3298131
2020-10-25,N,conducted,1520507,2128522,0,2128522
2020-07-11,N,delivered,870638,1143210,0,1143210
2024-08-26,N,conducted,2834754,2369248,0,2369248
2020-05-18,N,delivered,41398,154500,0,154500
2020-01-17,N,delivered,1151357,1138336,0,1138336
2023-08-28,N,delivered,null,2256,0,2256
2020-05-02,N,delivered,18000,22500,0,22500
2024-09-30,Y,report_hold,21178,null,null,null
2025-05-18,N,validated,0,null,null,null
2024-10-20,N,booked,575,null,null,null
2025-01-22,Y,confirmed,100,null,null,null
2024-08-27,Y,confirmed,2834,null,null,null
2025-03-20,Y,recollection_required,3449,null,null,null
2025-02-11,Y,confirmed,299,null,null,null
2024-10-19,Y,confirmed,278,null,null,null
2021-08-26,Y,cancelled,164286378,0,157906188,157906188
2023-05-10,Y,cancelled,315514917,0,288042930,288042930
2021-06-27,Y,cancelled,206267614,0,215167590,215167590
2024-11-05,Y,delivered,45873487588,40524001758,0,40524001758
2023-01-06,Y,delivered,20505463125,20208783284,0,20208783284
2024-01-31,Y,delivered,19870479771,19593577436,0,19593577436
2021-06-29,Y,delivered,6344260194,6030523065,0,6030523065
2022-07-03,Y,delivered,18575659320,19797180865,0,19797180865
2022-02-06,Y,delivered,11125970568,12008346756,0,12008346756
2025-03-05,Y,delivered,45513902700,46322517205,0,46322517205
2024-10-07,N,conducted,12640010,13761576,0,13761576
2025-04-10,Y,cancelled,664476660,0,631204845,631204845
2022-12-29,Y,cancelled,439157264,0,457902508,457902508
2023-07-07,Y,delivered,23174078241,22254752859,0,22254752859
2024-04-08,Y,cancelled,308544480,0,318431176,318431176
2021-05-08,N,conducted,36274498,49762455,0,49762455
2022-03-16,Y,delivered,9099628124,9037728666,0,9037728666
2024-01-20,Y,delivered,20988806760,20158286265,0,20158286265
2022-10-28,Y,cancelled,583064895,0,533606910,533606910
2023-08-30,N,cancelled,57459731,0,55260870,55260870
2021-02-04,Y,delivered,4184886750,4157079584,0,4157079584
2023-12-14,N,cancelled,56666058,0,47475929,47475929
2020-10-09,N,conducted,8232300,7042940,0,7042940
2022-08-12,Y,cancelled,439336524,0,404207603,404207603
2023-11-16,Y,cancelled,258532536,0,231751650,231751650
2021-03-05,N,cancelled,13965120,0,13368507,13368507
2023-12-29,Y,cancelled,223177654,0,236127360,236127360
2024-09-16,N,cancelled,63569280,0,53430222,53430222
2022-08-16,N,cancelled,58570945,0,60838554,60838554
2025-01-20,N,cancelled,50910990,0,57818787,57818787
2020-03-19,N,cancelled,7776616,0,7497096,7497096
2021-07-11,Y,cancelled,220974656,0,241061018,241061018
2021-07-07,Y,cancelled,249960816,0,247196019,247196019
2023-09-16,N,cancelled,185575060,0,183554525,183554525
2020-04-25,N,conducted,440160,708330,0,708330
2023-03-18,N,cancelled,58406280,0,60963252,60963252
2022-09-11,N,conducted,2385390,3142926,0,3142926
2024-01-05,N,conducted,3854802,4524000,0,4524000
2025-03-11,N,cancelled,65132224,0,57309312,57309312
2021-11-01,N,cancelled,4634414,0,5282190,5282190
2020-08-24,N,cancelled,29129330,0,30137109,30137109
2024-09-20,N,cancelled,62690160,0,66703770,66703770
2021-11-28,Y,cancelled,119880784,0,122661728,122661728
2021-01-20,N,cancelled,7441879,0,9569112,9569112
2020-08-25,N,cancelled,26764848,0,20678390,20678390
2024-04-03,N,conducted,9707816,9226770,0,9226770
2022-09-13,N,cancelled,43636000,0,51804534,51804534
2021-12-09,N,conducted,7211688,7948098,0,7948098
2023-11-18,N,cancelled,59291685,0,51381900,51381900
2020-09-29,N,delivered,5542623,4638125,0,4638125
2020-09-04,N,conducted,4673460,4616928,0,4616928
2024-11-19,N,conducted,10705752,14846610,0,14846610
2021-07-08,N,cancelled,9491151,0,4161820,4161820
2024-05-08,N,conducted,6860878,6893640,0,6893640
2020-08-18,N,conducted,6937173,7266132,0,7266132
2020-12-17,N,conducted,4722732,4301874,0,4301874
2021-10-31,N,conducted,617936,465400,0,465400
2020-10-23,N,conducted,3482995,3944898,0,3944898
2022-03-17,N,cancelled,5660129,0,4632555,4632555
2022-07-07,N,conducted,4293810,4786668,0,4786668
2021-01-30,N,conducted,215352,43400,0,43400
2024-11-12,Y,confirmed,2970,null,null,null
2025-04-05,N,booked,649,null,null,null
2024-12-16,Y,recollection_required,4156,null,null,null
2025-01-11,N,booked,5375,null,null,null
2025-03-17,Y,report_hold,8349,null,null,null
2025-05-30,Y,report_hold,34151,null,null,null
2024-12-16,Y,confirmed,1328,null,null,null
2025-05-04,Y,confirmed,7382,null,null,null
2025-05-21,N,confirmed,5080,null,null,null
2025-03-16,Y,report_hold,20273,null,null,null
2024-12-15,N,booked,2521,null,null,null
2025-04-22,Y,report_hold,13602,null,null,null
2025-02-28,Y,recollection_required,2195,null,null,null
2025-05-13,Y,recollection_required,834,null,null,null
2022-04-10,Y,delivered,10178705040,10938052601,0,10938052601
2025-02-26,Y,delivered,41921773860,43660653428,0,43660653428
2021-10-13,N,cancelled,18862008,0,20643480,20643480
2021-09-29,Y,delivered,7132866006,7191441752,0,7191441752
2025-03-02,Y,delivered,48136002432,49945392544,0,49945392544
2024-09-05,Y,delivered,39855147475,38535255916,0,38535255916
2025-05-24,Y,cancelled,519720300,0,538913089,538913089
2020-08-04,Y,delivered,1996110024,1797595833,0,1797595833
2023-09-13,Y,delivered,33882546784,31976299056,0,31976299056
2023-12-12,Y,delivered,19420436805,19293171282,0,19293171282
2022-03-25,Y,delivered,10887991104,10223448662,0,10223448662
2024-05-14,Y,delivered,25931304044,26269555600,0,26269555600
2024-01-02,Y,delivered,20469282624,18558614361,0,18558614361
2020-03-11,Y,cancelled,51471470,0,50138900,50138900
2023-06-25,Y,cancelled,230079741,0,239587124,239587124
2021-01-15,Y,cancelled,92611400,0,91919856,91919856
2021-06-20,Y,delivered,6900535760,7168824979,0,7168824979
2020-06-11,Y,cancelled,28220403,0,26347044,26347044
2025-02-06,Y,cancelled,499055982,0,461877519,461877519
2023-04-13,Y,cancelled,394118648,0,435248680,435248680
2020-11-12,N,cancelled,65040470,0,57643081,57643081
2022-04-18,Y,cancelled,118904284,0,115268650,115268650
2020-12-27,Y,cancelled,102878172,0,108122904,108122904
2023-06-30,N,conducted,2957373,3696444,0,3696444
2022-08-27,Y,cancelled,612829872,0,609738675,609738675
2022-01-28,N,cancelled,2020544,0,1981266,1981266
2022-03-08,Y,cancelled,152577125,0,164449275,164449275
2022-12-30,N,cancelled,68987884,0,71454819,71454819
2021-03-21,Y,cancelled,174410456,0,173053195,173053195
2022-04-02,Y,cancelled,213357039,0,210335624,210335624
2023-04-28,N,conducted,2763930,2741206,0,2741206
2021-02-01,N,conducted,33874423,29911320,0,29911320
2024-11-02,Y,cancelled,490376875,0,494543807,494543807
2021-03-18,Y,cancelled,138868992,0,138735974,138735974
2024-03-17,N,conducted,6588000,6373272,0,6373272
2024-04-24,N,conducted,9208944,10874004,0,10874004
2024-02-24,N,cancelled,78972088,0,75630212,75630212
2020-01-13,N,cancelled,6376558,0,7645344,7645344
2020-11-19,N,delivered,10039083,15045480,0,15045480
2020-12-10,N,delivered,39900630,43111796,0,43111796
2022-05-09,N,conducted,4919964,4259712,0,4259712
2021-10-05,N,conducted,9294010,8271612,0,8271612
2021-08-11,N,cancelled,10166936,0,9840484,9840484
2020-06-22,Y,cancelled,24725736,0,28713993,28713993
2020-04-12,Y,cancelled,7648340,0,7899738,7899738
2020-04-01,N,cancelled,2395400,0,2201074,2201074
2020-07-13,N,conducted,2089300,1777320,0,1777320
2022-01-25,N,conducted,3388680,4051788,0,4051788
2022-08-19,N,conducted,9097329,6151704,0,6151704
2021-09-12,N,cancelled,7336550,0,7014729,7014729
2022-09-28,N,conducted,5470097,4752766,0,4752766
2024-08-22,N,conducted,13016304,15138136,0,15138136
2023-02-01,N,cancelled,38021558,0,36701000,36701000
2021-03-02,N,cancelled,11713251,0,10160040,10160040
2023-11-11,N,conducted,2776088,2929024,0,2929024
2020-01-06,N,delivered,107550,39846,0,39846
2022-03-18,N,conducted,119871,153825,0,153825
2021-06-08,N,delivered,152873,108016,0,108016
2025-01-17,N,validated,1300,null,null,null
2025-05-29,Y,confirmed,349809,null,null,null
2025-05-16,Y,confirmed,3988,null,null,null
2025-06-01,N,validated,38869,null,null,null
2025-03-23,Y,recollection_required,555,null,null,null
2024-12-20,Y,recollection_required,6501,null,null,null
2025-01-11,Y,report_hold,15823,null,null,null
2024-08-30,Y,report_hold,11433,null,null,null
2025-05-19,Y,sent_to_lab,1016,null,null,null
2025-05-20,Y,sent_to_lab,37136,null,null,null
2025-02-01,Y,report_hold,24305,null,null,null
2025-01-16,Y,recollection_required,1961,null,null,null
2024-06-22,Y,delivered,38737040790,37404447288,0,37404447288
2021-05-12,Y,delivered,11291123712,12421886419,0,12421886419
2023-11-17,Y,delivered,18707766287,16652022408,0,16652022408
2023-01-02,Y,delivered,18101961336,16701369398,0,16701369398
2020-09-21,Y,delivered,3581944376,3756023928,0,3756023928
2022-11-28,Y,cancelled,440582748,0,399805695,399805695
2025-01-18,Y,delivered,38820101859,36935729979,0,36935729979
2025-01-09,Y,delivered,36422366400,36775432640,0,36775432640
2023-03-29,Y,delivered,19898104240,20314947993,0,20314947993
2022-09-04,Y,delivered,24263679060,24685882553,0,24685882553
2021-04-30,Y,delivered,15750810194,14450648425,0,14450648425
2024-12-28,Y,delivered,41405166150,40904574185,0,40904574185
2021-04-01,Y,delivered,9564625406,8800316786,0,8800316786
2021-08-02,N,conducted,25014540,29184246,0,29184246
2020-03-25,Y,cancelled,29226358,0,34126735,34126735
2022-06-22,Y,delivered,16151414262,16346009216,0,16346009216
2022-07-26,Y,delivered,14601915570,12536079330,0,12536079330
2023-12-14,Y,delivered,18858410736,18655379124,0,18655379124
2024-07-02,Y,cancelled,427141680,0,395034128,395034128
2023-03-19,Y,cancelled,361271456,0,344701065,344701065
2021-12-09,Y,cancelled,142804480,0,142321500,142321500
2023-11-14,N,conducted,6271419,8630388,0,8630388
2023-10-19,N,cancelled,74371605,0,73477404,73477404
2025-04-23,N,conducted,11957880,9780030,0,9780030
2025-05-04,N,cancelled,54537984,0,52806756,52806756
2024-11-23,Y,cancelled,448969932,0,453548865,453548865
2024-03-27,Y,cancelled,341082456,0,351807809,351807809
2020-10-07,Y,cancelled,80570511,0,81506544,81506544
2024-01-28,N,cancelled,41562675,0,44776512,44776512
2022-12-07,Y,cancelled,382366728,0,365161810,365161810
2020-11-29,N,delivered,10822167,13619149,0,13619149
2025-03-06,Y,cancelled,551686756,0,584116050,584116050
2023-10-28,Y,cancelled,378577527,0,370062810,370062810
2022-08-15,N,cancelled,24885365,0,21458144,21458144
2023-11-19,N,conducted,3207703,3966156,0,3966156
2020-11-22,Y,cancelled,105952512,0,111534709,111534709
2022-09-12,Y,cancelled,503644225,0,527019864,527019864
2022-10-24,N,cancelled,5990329,0,5243196,5243196
2021-12-16,N,cancelled,1328448,0,2178033,2178033
2023-09-02,N,cancelled,189267446,0,189469323,189469323
2022-09-01,N,conducted,6352400,7984150,0,7984150
2024-12-02,N,conducted,13803816,15258432,0,15258432
2022-06-22,N,conducted,7185216,5754586,0,5754586
2020-10-08,N,cancelled,37364215,0,30668300,30668300
2024-02-15,N,conducted,8397312,8324574,0,8324574
2022-03-30,N,conducted,5669841,5226606,0,5226606
2021-05-13,N,cancelled,16157642,0,18537750,18537750
2024-10-03,N,conducted,16285602,12152835,0,12152835
2023-06-28,N,cancelled,34894860,0,34241857,34241857
2020-03-13,N,conducted,19423530,20758192,0,20758192
2020-01-30,Y,cancelled,36521750,0,36623054,36623054
2020-04-02,N,cancelled,1268272,0,1213256,1213256
2020-12-10,N,conducted,4935708,5340706,0,5340706
2025-03-02,N,conducted,3517770,6554232,0,6554232
2021-05-08,N,delivered,321447,360780,0,360780
2022-02-06,N,cancelled,1932013,0,1485402,1485402
2021-10-18,N,delivered,null,399,0,399
2020-02-04,N,delivered,277200,285152,0,285152
2024-10-17,Y,specimen_reached_lfs_center,3818,null,null,null
2024-11-09,Y,report_hold,18986,null,null,null
2024-11-18,Y,confirmed,448,null,null,null
2025-04-12,Y,report_hold,17241,null,null,null
2025-05-21,Y,ready_for_dispatch,858,null,null,null
2025-04-02,N,confirmed,749,null,null,null
2025-04-03,Y,recollection_required,13564,null,null,null
2025-04-22,N,confirmed,2200,null,null,null
2024-10-02,Y,recollection_required,1916,null,null,null
2024-09-06,Y,confirmed,3594,null,null,null
2024-09-02,Y,recollection_required,3169,null,null,null
2024-10-28,Y,recollection_required,1093,null,null,null
2025-06-01,Y,sent_to_lab,753115,null,null,null
2024-08-10,Y,report_hold,15478,null,null,null
2024-06-08,Y,delivered,36506028636,34520097184,0,34520097184
2021-06-11,Y,delivered,8316398402,8318257584,0,8318257584
2022-12-06,Y,delivered,19477695075,18643802766,0,18643802766
2024-07-06,N,conducted,20090553,20589380,0,20589380
2023-07-06,Y,delivered,21821159704,22199828400,0,22199828400
2020-08-08,Y,cancelled,59459139,0,56345562,56345562
2022-10-26,Y,delivered,14725261254,14586791770,0,14586791770
2022-07-22,Y,delivered,19437568224,18270540600,0,18270540600
2020-09-24,Y,delivered,3544308220,3275987748,0,3275987748
2025-03-15,N,conducted,17532360,17372901,0,17372901
2020-11-20,N,delivered,13582154,13485060,0,13485060
2024-02-25,Y,delivered,28549785759,30006671287,0,30006671287
2023-02-20,Y,cancelled,519275244,0,520674260,520674260
2022-11-26,N,cancelled,248427920,0,280919016,280919016
2022-10-14,Y,delivered,17922581972,16938774734,0,16938774734
2020-10-14,Y,delivered,2703110627,2671147596,0,2671147596
2020-02-25,Y,cancelled,54477004,0,37114824,37114824
2022-05-29,Y,cancelled,299388892,0,279765108,279765108
2023-01-08,Y,cancelled,495035692,0,479952840,479952840
2021-05-13,Y,delivered,10874081208,10915392330,0,10915392330
2021-10-01,N,cancelled,7179816,0,7674298,7674298
2025-04-07,Y,cancelled,400215240,0,432461598,432461598
2021-05-31,Y,delivered,8990067240,9271225857,0,9271225857
2020-12-10,Y,delivered,2976935900,2870187489,0,2870187489
2024-09-30,Y,delivered,41170088856,38700348489,0,38700348489
2021-03-26,Y,cancelled,304457964,0,290500610,290500610
2022-04-15,Y,cancelled,149961159,0,141934861,141934861
2025-05-20,Y,cancelled,474174832,0,490608630,490608630
2024-12-05,Y,cancelled,364862784,0,382836132,382836132
2024-04-01,N,cancelled,61336800,0,70242929,70242929
2021-01-18,Y,cancelled,76091015,0,72104240,72104240
2021-08-07,Y,cancelled,209883968,0,227392620,227392620
2021-10-11,N,cancelled,17546617,0,15806022,15806022
2024-10-06,Y,cancelled,567541420,0,585898848,585898848
2023-06-28,Y,cancelled,276031800,0,249089582,249089582
2024-08-21,N,cancelled,68852735,0,70243940,70243940
2025-04-23,N,cancelled,41424904,0,42720320,42720320
2024-11-04,Y,cancelled,542771648,0,523542670,523542670
2022-04-01,N,cancelled,3645362,0,2652510,2652510
2023-05-31,N,cancelled,44627830,0,46978932,46978932
2024-12-21,N,conducted,26971602,26062042,0,26062042
2022-02-02,N,conducted,6251860,5573904,0,5573904
2021-05-04,N,conducted,48255948,61240116,0,61240116
2023-10-17,N,cancelled,54666976,0,53145872,53145872
2022-03-03,N,conducted,7656660,5977131,0,5977131
2021-05-29,N,cancelled,32276084,0,30509456,30509456
2021-11-27,N,cancelled,5515850,0,3949596,3949596
2023-10-26,N,conducted,7854600,6221772,0,6221772
2021-12-06,N,conducted,9467400,8693476,0,8693476
2023-12-31,Y,cancelled,197141230,0,214360344,214360344
2021-11-17,Y,cancelled,105126813,0,103718496,103718496
2020-08-30,N,delivered,1177350,879008,0,879008
2022-01-29,N,conducted,9218055,7850755,0,7850755
2025-01-23,N,conducted,15699225,13329800,0,13329800
2020-01-25,N,cancelled,5849664,0,6447133,6447133
2021-07-28,N,conducted,8250284,7819500,0,7819500
2020-05-17,N,cancelled,13687520,0,13435800,13435800
2021-08-24,N,conducted,6908275,8492010,0,8492010
2020-04-13,N,conducted,468860,471590,0,471590
2020-02-16,N,delivered,1106919,640832,0,640832
2020-01-28,N,delivered,85572,138105,0,138105
2021-01-28,N,conducted,238116,330000,0,330000
2023-01-01,N,conducted,409930,822125,0,822125
2025-04-16,Y,confirmed,1973,null,null,null
2024-09-03,Y,recollection_required,3578,null,null,null
2024-09-17,Y,recollection_required,3977,null,null,null
2025-02-08,Y,report_hold,26557,null,null,null
2025-04-12,N,confirmed,1912,null,null,null
2024-12-17,N,confirmed,1912,null,null,null
2025-02-05,Y,recollection_required,2343,null,null,null
2025-03-31,Y,report_hold,15532,null,null,null
2025-05-27,Y,sample_collected,3752,null,null,null
2024-12-18,Y,report_hold,18087,null,null,null
2025-04-28,N,specimen_reached_lfs_center,899,null,null,null
2020-08-06,Y,delivered,1875213450,1951419008,0,1951419008
2022-10-30,Y,cancelled,797032728,0,863429572,863429572
2023-06-26,N,cancelled,27571434,0,28020473,28020473
2025-01-30,Y,delivered,37942472304,35789521572,0,35789521572
2022-09-12,Y,delivered,23734732509,24151860040,0,24151860040
2024-05-07,Y,delivered,27698073128,28558749168,0,28558749168
2020-10-23,Y,delivered,2708010405,2626529078,0,2626529078
2024-05-28,Y,delivered,27105646050,25940049372,0,25940049372
2022-10-29,Y,delivered,32776287144,31440452625,0,31440452625
2022-01-14,Y,delivered,18210031081,18937717212,0,18937717212
2022-03-19,Y,cancelled,194476788,0,188514482,188514482
2025-04-29,Y,delivered,39510093084,37469435982,0,37469435982
2022-03-09,Y,delivered,10736631359,10597424472,0,10597424472
2024-08-25,Y,cancelled,663109547,0,639752281,639752281
2020-02-22,Y,cancelled,55776084,0,54558705,54558705
2021-07-02,Y,cancelled,251921152,0,192296592,192296592
2025-04-17,Y,cancelled,482505000,0,493812110,493812110
2024-03-17,Y,delivered,29535802296,31999437334,0,31999437334
2022-08-06,Y,cancelled,545799768,0,545561640,545561640
2021-06-17,Y,delivered,7629131718,6978352831,0,6978352831
2020-03-16,Y,cancelled,38754547,0,36065610,36065610
2025-02-15,Y,cancelled,634946802,0,613854000,613854000
2025-01-17,N,conducted,10236394,10431476,0,10431476
2020-02-23,N,conducted,7292600,10419844,0,10419844
2023-05-04,Y,cancelled,346702696,0,329187078,329187078
2021-11-18,Y,cancelled,125884416,0,129390600,129390600
2021-05-07,Y,cancelled,2375876610,0,2217376720,2217376720
2023-10-11,Y,cancelled,471783455,0,488098235,488098235
2024-10-07,Y,cancelled,522851745,0,526764250,526764250
2024-07-27,N,conducted,20166397,23217342,0,23217342
2021-03-09,Y,cancelled,117333360,0,135155686,135155686
2020-04-18,N,delivered,78596,0,0,0
2023-05-08,Y,cancelled,282313215,0,282497500,282497500
2022-02-14,N,cancelled,2885736,0,2706322,2706322
2023-12-12,N,cancelled,97750176,0,92553786,92553786
2025-05-28,N,conducted,14567870,18902952,0,18902952
2020-12-15,Y,cancelled,69163875,0,55894272,55894272
2023-01-14,Y,cancelled,367935552,0,359362674,359362674
2025-01-13,N,cancelled,29676960,0,24799712,24799712
2020-02-19,N,conducted,8433488,8286264,0,8286264
2020-05-17,N,conducted,1285520,731193,0,731193
2020-01-05,N,conducted,10499640,9539125,0,9539125
2024-07-13,N,conducted,19792968,17328567,0,17328567
2020-03-14,N,cancelled,11842831,0,10115462,10115462
2024-11-06,N,cancelled,51784090,0,46852850,46852850
2020-05-19,Y,cancelled,15922587,0,16072875,16072875
2022-08-23,N,cancelled,51081984,0,50292438,50292438
2021-12-11,N,cancelled,13237680,0,15816216,15816216
2022-06-02,N,conducted,4406864,5481300,0,5481300
2020-06-19,Y,cancelled,20366580,0,20171025,20171025
2020-05-01,N,conducted,1375950,1074510,0,1074510
2021-02-16,N,cancelled,11033190,0,12010320,12010320
2020-10-07,N,delivered,2816730,2631127,0,2631127
2024-03-18,N,delivered,1010040,934720,0,934720
2021-06-10,N,conducted,7271343,6147666,0,6147666
2022-11-22,N,conducted,6057100,4496502,0,4496502
2024-12-26,N,conducted,17599208,15803424,0,15803424
2020-12-27,N,conducted,2272941,2871546,0,2871546
2024-11-05,N,conducted,14213892,14372010,0,14372010
2021-06-07,N,delivered,612126,521668,0,521668
2020-01-08,N,delivered,104415,130610,0,130610
2021-02-06,N,delivered,null,11287,0,11287
2025-05-22,N,delivered,1798,1798,0,1798
2021-05-22,N,delivered,26155,13440,0,13440
2021-06-24,N,delivered,1705,4800,0,4800
2025-03-30,Y,report_hold,6483,null,null,null
2025-05-02,Y,confirmed,6865,null,null,null
2025-04-11,Y,recollection_required,2935,null,null,null
2025-04-26,Y,confirmed,1438,null,null,null
2025-01-20,N,validated,1300,null,null,null
2024-10-16,Y,recollection_required,3377,null,null,null
2024-11-02,N,booked,1093,null,null,null
2024-09-13,Y,report_hold,14599,null,null,null
2024-09-21,N,booked,5601,null,null,null
2021-05-29,N,conducted,111825,null,null,null
2025-05-11,Y,specimen_reached_lfs_center,379,null,null,null
2025-02-23,Y,report_hold,30946,null,null,null
2024-08-13,Y,report_hold,23561,null,null,null
2023-10-15,Y,delivered,25120900112,26396957706,0,26396957706
2023-04-04,Y,delivered,28145605376,26645044808,0,26645044808
2022-02-05,Y,delivered,11212944830,11672209962,0,11672209962
2021-11-01,Y,delivered,6461950558,6484906711,0,6484906711
2025-02-21,Y,delivered,42640854793,39146313492,0,39146313492
2021-11-20,Y,delivered,7560577071,6772584903,0,6772584903
2024-08-02,Y,cancelled,511514388,0,524486665,524486665
2021-10-24,Y,delivered,5949803820,6580623882,0,6580623882
2021-03-01,Y,delivered,4470447150,4341021204,0,4341021204
2024-04-17,Y,delivered,25009744025,25430457150,0,25430457150
2021-01-21,Y,cancelled,91603846,0,87874064,87874064
2024-10-12,Y,delivered,29530524219,29148147516,0,29148147516
2024-11-20,Y,delivered,33708969640,33023437371,0,33023437371
2022-11-09,Y,delivered,22163126255,22882894783,0,22882894783
2024-10-07,Y,delivered,39854866314,37072802934,0,37072802934
2022-02-24,Y,delivered,11322708516,10957811628,0,10957811628
2023-02-02,N,cancelled,31597543,0,26975395,26975395
2023-01-26,Y,cancelled,407851740,0,414639477,414639477
2022-04-25,N,cancelled,2886148,0,2399689,2399689
2021-07-13,Y,cancelled,347307493,0,283829412,283829412
2021-07-28,Y,delivered,4361158340,4310480448,0,4310480448
2021-08-31,Y,delivered,6792628885,6532027600,0,6532027600
2024-11-04,Y,delivered,41554853488,38790093600,0,38790093600
2025-05-11,N,conducted,2319057,2409419,0,2409419
2021-07-27,Y,cancelled,179054442,0,217453158,217453158
2024-02-12,Y,cancelled,273290113,0,276756194,276756194
2022-11-09,Y,cancelled,481069863,0,507031500,507031500
2024-11-30,Y,cancelled,356418412,0,357927764,357927764
2022-11-08,Y,cancelled,495210708,0,531345234,531345234
2021-05-19,Y,cancelled,663756203,0,683342205,683342205
2024-06-25,N,cancelled,54716961,0,50363430,50363430
2021-10-24,Y,cancelled,88163690,0,77307435,77307435
2020-07-19,Y,delivered,1473533880,1410057621,0,1410057621
2022-02-06,Y,cancelled,173053908,0,185553536,185553536
2022-11-10,N,conducted,6935847,7429162,0,7429162
2022-10-05,Y,cancelled,418380502,0,408050300,408050300
2023-04-11,Y,cancelled,370513592,0,361360450,361360450
2023-02-07,Y,cancelled,409553298,0,406460265,406460265
2023-09-27,N,cancelled,62569893,0,60760296,60760296
2024-07-02,N,cancelled,71949208,0,70833512,70833512
2020-04-11,Y,cancelled,8502594,0,8991675,8991675
2021-10-22,N,cancelled,16139370,0,14241304,14241304
2022-12-11,N,cancelled,38637570,0,33557634,33557634
2021-05-08,N,cancelled,55712085,0,92888125,92888125
2023-10-25,Y,cancelled,324269879,0,298481248,298481248
2024-09-06,N,conducted,12772096,10924480,0,10924480
2023-05-05,N,cancelled,66812353,0,68806240,68806240
2024-02-01,N,cancelled,46745104,0,43101780,43101780
2022-06-12,Y,cancelled,296413920,0,293946390,293946390
2024-03-14,N,conducted,7894370,8929954,0,8929954
2022-08-26,N,cancelled,51425000,0,42369578,42369578
2020-01-31,N,conducted,10212160,9557988,0,9557988
2020-11-07,Y,cancelled,63913208,0,59700128,59700128
2021-08-01,N,cancelled,4466048,0,4400530,4400530
2024-12-28,N,conducted,22175385,24911128,0,24911128
2024-01-17,N,cancelled,35078310,0,33688062,33688062
2020-07-28,N,cancelled,19490536,0,19084671,19084671
2020-01-24,N,conducted,7336485,7512540,0,7512540
2025-03-05,N,cancelled,27414177,0,27577830,27577830
2021-11-09,N,conducted,8201722,8568450,0,8568450
2021-07-05,N,cancelled,5103560,0,4286280,4286280
2020-10-06,N,cancelled,28864044,0,26021611,26021611
2024-02-08,N,conducted,8436464,9001383,0,9001383
2021-05-03,N,conducted,57414240,65044224,0,65044224
2020-09-22,N,conducted,3520836,4662054,0,4662054
2020-05-15,N,cancelled,13714950,0,9572307,9572307
2022-11-03,N,conducted,2871755,3560068,0,3560068
2022-11-21,N,conducted,6624598,5014100,0,5014100
2022-04-26,N,conducted,3145851,3991760,0,3991760
2025-04-18,N,validated,null,0,0,0
2024-12-24,Y,report_hold,18720,null,null,null
2025-04-20,N,booked,600,null,null,null
2025-01-24,Y,recollection_required,3271,null,null,null
2025-02-22,N,booked,2403,null,null,null
2025-04-03,Y,report_hold,30407,null,null,null
2024-08-12,Y,recollection_required,7144,null,null,null
2024-12-03,N,booked,1290,null,null,null
2025-02-23,Y,recollection_required,267,null,null,null
2025-02-03,Y,recollection_required,2687,null,null,null
2024-11-10,Y,recollection_required,11327,null,null,null
2023-08-30,Y,delivered,23836420062,23000347350,0,23000347350
2022-08-11,Y,delivered,16078576064,15978811068,0,15978811068
2024-11-08,Y,delivered,43125609660,39845339294,0,39845339294
2022-12-27,Y,delivered,19711128060,18185466600,0,18185466600
2023-09-07,Y,delivered,27156214000,27395970069,0,27395970069
2024-09-14,Y,delivered,45037048182,42021107750,0,42021107750
2024-03-20,Y,delivered,28460660712,28576007880,0,28576007880
2022-03-06,Y,cancelled,150438678,0,154136598,154136598
2023-10-09,Y,delivered,30386409433,29173716000,0,29173716000
2021-01-07,Y,delivered,4130640558,4018185773,0,4018185773
2022-06-25,Y,delivered,19706533242,18965652174,0,18965652174
2023-04-12,Y,delivered,23864211660,23277855419,0,23277855419
2023-11-01,Y,cancelled,289474560,0,287031570,287031570
2021-05-04,Y,cancelled,3563878182,0,4252684599,4252684599
2020-04-17,Y,cancelled,6193493,0,8277247,8277247
2022-08-14,Y,delivered,20359494960,21289775360,0,21289775360
2025-01-06,Y,delivered,41643772323,38272533075,0,38272533075
2022-10-11,Y,delivered,19869557120,19144374990,0,19144374990
2023-07-12,Y,delivered,20653438800,20310871027,0,20310871027
2023-08-19,Y,cancelled,502852154,0,474035290,474035290
2024-10-08,N,cancelled,58339784,0,51828342,51828342
2023-02-15,N,cancelled,17314920,0,15654752,15654752
2022-08-31,Y,cancelled,367150410,0,369315536,369315536
2021-11-13,Y,cancelled,118722820,0,126584250,126584250
2023-09-20,Y,delivered,26374493671,25624028174,0,25624028174
2021-08-14,Y,cancelled,156085163,0,160013960,160013960
2024-10-09,Y,cancelled,559083987,0,554582420,554582420
2021-04-11,Y,delivered,10722087831,10443482368,0,10443482368
2023-04-04,Y,cancelled,378119760,0,379797462,379797462
2023-05-18,N,conducted,4897310,3969720,0,3969720
2024-02-04,N,conducted,5522790,6594101,0,6594101
2020-06-08,Y,delivered,1226263486,1143750786,0,1143750786
2024-01-09,Y,cancelled,279189740,0,288048222,288048222
2024-04-24,N,cancelled,30889392,0,31910999,31910999
2024-02-21,N,cancelled,52147367,0,52953042,52953042
2022-06-24,N,cancelled,146380175,0,154065701,154065701
